source,experiment,stain,subject_id,intensity_mean,intensity_std,intensity_skew,intensity_kurt,freq_band0,freq_band1,freq_band2,freq_band3,freq_band4,grad_mean,grad_std,gmm_mean1,gmm_mean2,gmm_weight1,gmm_std1,PC1,PC2,PC3,PC4,PC5
real,,YoPro,042,1.7482934,2.0639482,-0.6089176,-0.4929324,1.55571,1.3604866,1.0564677,0.8835179,0.73570967,1.4622525,1.5114214,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-10.974499,0.6829362,0.78050935,0.221206,0.8827716
real,,YoPro,043,1.7849747,1.665283,-0.6370545,-0.49606174,1.4095625,1.3020816,1.0176942,0.83466494,0.6750625,1.7025309,1.3779106,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-10.977987,0.8731605,0.35898912,0.04921128,0.7455535
real,,YoPro,044,1.6283782,2.2865732,-0.58150727,-0.48895323,1.7488405,1.9087934,1.8003632,1.7722191,1.8096716,2.4067948,2.3879755,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-10.199375,1.9269388,1.8835758,-0.54980135,1.2857821
real,,YoPro,047,0.73407966,0.96728265,-0.5673911,-0.48707524,1.2426025,1.2658608,1.1095331,1.1075522,1.1651835,1.1636378,0.9231957,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-12.030285,0.6434361,0.34870565,-0.9549865,0.51931834
real,,Iba1,000,2.4618363,-0.23409203,-0.77655894,-0.49516782,1.2547666,0.7073952,1.2269243,1.1395862,1.0533805,1.0719563,0.0491572,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-10.73947,-0.12826693,-1.1719862,-1.5328604,-0.02065073
real,,Iba1,001,-0.11129473,-0.5560876,-0.57486403,-0.45288882,0.0912332,-0.15512578,0.10191595,0.18488517,0.14402509,0.034644794,-0.55165035,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-14.140011,-0.5761793,-1.98478,-0.8998418,-0.26304775
real,,Iba1,004,0.18193634,-0.47703755,-0.6825736,-0.47003627,0.3618677,0.011331602,0.37862778,0.51488465,0.5546198,0.26124004,-0.43189365,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-13.570244,-0.3897847,-1.6125181,-1.212927,-0.25323808
real,,Iba1,005,-0.551822,-0.6821186,-0.6623526,-0.439822,-0.42056307,-0.87916756,-0.8328639,-0.7070317,-0.67984605,-0.57182145,-0.8947314,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-15.3236065,-1.1842204,-2.938333,-0.0039054602,-0.34438562
real,,Iba1,007,0.32355285,-0.47158083,-0.57685226,-0.45080876,0.44460112,0.20938505,0.58026034,0.71280783,0.74774384,0.4305022,-0.2961669,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-13.259765,-0.21555722,-1.4419183,-1.3981794,-0.18293695
real,,Iba1,008,-0.5122639,-0.6833019,-0.64026594,-0.40391538,-0.3870875,-0.97873545,-0.97934264,-0.8985739,-0.86535144,-0.62780607,-0.931471,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-15.405869,-1.2779063,-3.1123886,0.21001841,-0.34747303
