source,experiment,stain,subject_id,intensity_mean,intensity_std,intensity_skew,intensity_kurt,freq_band0,freq_band1,freq_band2,freq_band3,freq_band4,grad_mean,grad_std,gmm_mean1,gmm_mean2,gmm_weight1,gmm_std1,PC1,PC2,PC3,PC4,PC5
synthetic,A,,synth_A_093,11.840146,2.7874632,-0.92667925,-0.51160914,2.2571962,2.1223056,3.0145123,3.5094404,3.8649793,10.433856,2.9994283,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.0498295,6.4684563,0.09797931,0.32112676,-0.51663685
synthetic,A,,synth_A_094,9.153688,2.465148,-0.8916609,-0.51126367,2.1595347,2.0221598,2.962665,3.4863892,3.8512053,11.558216,3.637743,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-0.09483528,8.486627,0.52945316,-0.014721021,-0.3780458
synthetic,A,,synth_A_095,15.455124,4.90224,-0.9763662,-0.51194036,2.7090964,2.574415,3.5064757,3.7986488,3.9418666,1.0052214,0.39956,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,3.1649704,-4.0071564,1.6904048,0.3997624,0.021675363
synthetic,A,,synth_A_096,10.41836,4.5011315,-0.8849561,-0.5115299,2.2593153,2.028886,2.5945501,2.9312422,3.1701577,1.6032287,0.3067204,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-1.7971077,-2.0893002,1.8496228,0.54898685,-0.39897466
synthetic,A,,synth_A_097,8.7647,3.6002834,-0.87009895,-0.5103225,2.2855124,2.0161047,2.5922265,2.7498171,2.8409953,2.781556,0.43001825,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-3.1502552,-0.45878696,1.4517115,0.04804273,-0.59253466
synthetic,A,,synth_A_098,14.934869,3.026424,-0.9386981,-0.51185095,2.3923476,2.2175305,3.110794,3.5894308,3.9328184,10.835136,3.153026,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,5.025316,5.9624662,-0.5346515,0.87654674,-0.3925748
synthetic,A,,synth_A_099,8.144925,2.9146855,-0.85713583,-0.51029575,2.07762,1.7865161,2.3887777,2.7281764,2.9616308,1.0474952,-0.15332523,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-4.320244,-1.9612973,1.1278886,-0.65430444,-0.50817835
synthetic,A,,synth_A_100,12.07294,4.1559844,-0.9398443,-0.5119265,2.299833,2.285416,3.0969186,3.271225,3.3383873,2.1020808,0.41188863,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-0.008319855,-2.0281534,1.4324974,0.1981485,-0.33886433
synthetic,A,,synth_A_101,16.335348,4.1705594,-0.9488003,-0.51162595,2.5461545,2.5065527,3.3847032,3.7652528,4.01547,1.2256593,0.18444344,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,3.8815098,-4.0751176,0.78631055,0.11029644,-0.100660965
synthetic,A,,synth_A_102,13.985986,4.4236608,-0.9481288,-0.5121614,2.6473215,2.4380074,3.3519163,3.6545827,3.7997875,1.5067023,0.47712693,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,1.8351984,-3.081314,1.5674332,0.1336592,-0.064098045
synthetic,A,,synth_A_103,14.730357,3.9347563,-0.9738084,-0.51139313,2.3328552,1.9048407,2.1265876,2.37861,2.649176,3.1244612,1.3646445,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.1972218,-1.65375,-0.25882328,1.6768507,0.41848326
synthetic,A,,synth_A_104,11.3179245,2.5555818,-0.92898786,-0.51162463,2.2621114,1.9979285,2.9435775,3.5022874,3.8886507,10.818196,1.9623184,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,1.5616722,6.6490088,-0.107339025,0.059339717,-1.6027358
synthetic,A,,synth_A_105,13.246301,1.9327122,-0.9576263,-0.51066524,2.1933014,2.028321,2.8491,3.3285162,3.6716619,8.332876,1.353295,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.462223,3.7023127,-1.056781,-0.2550426,-1.1459415
synthetic,A,,synth_A_106,12.782054,4.2215033,-0.94894767,-0.5120834,2.4882424,2.2832816,3.1080656,3.469162,3.7061615,2.943715,0.64799833,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,0.9897671,-1.3895438,1.4254016,0.24595161,-0.4000315
synthetic,A,,synth_A_107,13.155087,4.6144934,-0.95563066,-0.5123275,2.1688128,2.0479393,2.8139846,3.2145643,3.5057225,2.3176498,0.68377835,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,1.0131836,-2.1052845,1.3135031,0.84326977,-0.19176303
synthetic,A,,synth_A_108,15.425145,4.0432587,-0.97403884,-0.5119214,2.394201,2.2652018,3.091298,3.4994664,3.790508,4.909837,1.5649967,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,3.9085464,-0.08683896,0.42467082,0.8257582,-0.042125806
synthetic,A,,synth_A_109,12.191986,4.4576907,-0.93732285,-0.5121428,2.174075,2.2512703,3.0564377,3.4666712,3.7647197,2.1143367,0.59449357,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,0.2321024,-1.9934988,1.7459306,0.24790265,-0.24337034
synthetic,A,,synth_A_110,13.545722,4.3870034,-0.94122297,-0.5116971,2.614461,2.6756167,3.6510203,3.9677846,4.1273184,1.6364114,0.5148213,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,1.6600742,-2.7860212,1.9597772,-0.32551098,-0.10295968
synthetic,A,,synth_A_111,11.779466,3.9539044,-0.9262269,-0.5119051,2.5174174,1.8548282,2.409917,2.7093978,2.8654392,1.3021762,0.33921313,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-0.82086563,-2.728789,0.9505688,0.6248394,-0.109951064
synthetic,A,,synth_A_112,7.5390277,3.128998,-0.84030366,-0.50963926,2.1774623,2.13061,3.054293,3.3970077,3.5733593,2.5010426,1.0219212,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-4.001005,-0.055019975,2.064241,-1.0837533,0.006276265
synthetic,A,,synth_A_113,14.797585,4.0392666,-0.9406762,-0.5115383,2.6531382,2.4922755,3.3696225,3.6765237,3.8250093,1.2219065,0.004845454,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.4357357,-3.6894128,1.069033,-0.12383567,-0.3104384
synthetic,A,,synth_A_114,12.542375,5.1752734,-0.89717716,-0.5118301,2.5376387,2.0168605,2.5151634,2.8523529,3.0869281,1.5240617,0.7179199,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,0.16898727,-2.7147012,1.7701467,1.4113994,0.013822213
synthetic,A,,synth_A_115,13.018007,2.1543283,-0.9631852,-0.51053566,2.2640855,2.0417876,2.697514,2.963764,3.1106336,6.8882017,1.6111377,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,1.7490587,2.4987917,-0.9267827,0.100790724,-0.4361974
synthetic,A,,synth_A_116,15.097644,4.3076754,-0.93868726,-0.5118801,2.5194027,1.8648082,2.3347661,2.6977086,2.9685152,1.8244913,0.5452322,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.3381672,-3.1902845,0.20896113,1.4230261,0.01477696
synthetic,A,,synth_A_117,14.913974,3.1806579,-0.9833681,-0.5109542,2.3495715,2.0785558,2.5584502,2.776538,2.9767227,4.006944,1.4731919,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.7407627,-0.7787776,-0.56361103,0.85902166,0.33133924
synthetic,A,,synth_A_118,13.999196,4.338108,-0.9283229,-0.5118906,2.5355453,2.4014149,3.2789898,3.6527445,3.9104006,1.581513,0.30641112,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,1.8359413,-3.062573,1.4447426,0.07634379,-0.23972987
synthetic,A,,synth_A_119,17.512863,4.471518,-0.97322863,-0.5117444,2.765919,2.3393226,3.0907564,3.425068,3.6125264,1.2865576,0.26248953,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,4.811962,-4.40442,0.40314567,0.88870466,-0.014621958
synthetic,A,,synth_A_120,15.630714,3.7459996,-0.96186423,-0.51101863,2.262128,2.0129654,2.7083967,3.093163,3.3534617,1.0798272,-0.15518573,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.7095108,-4.146179,-0.06569922,0.52974004,-0.30303508
synthetic,A,,synth_A_121,20.517878,2.1461751,-1.0082585,-0.5106753,2.8385816,2.6481466,3.6141896,3.9651442,4.1641493,6.599583,2.333764,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,9.094223,0.3922155,-1.8954726,-0.013074473,0.6322932
synthetic,A,,synth_A_122,16.601082,2.9492853,-0.9326212,-0.5121063,2.6914427,2.5305736,3.513027,3.9100559,4.149239,8.801452,2.9170852,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,6.2067432,3.6191561,-0.47984493,0.37434626,0.1385205
synthetic,A,,synth_A_123,10.2190275,4.938108,-0.91479695,-0.5121816,2.4860282,2.0490716,2.5514486,2.8298135,3.0056968,1.2429091,0.48146266,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-2.036727,-2.3471472,2.261691,0.8699609,-0.18475042
synthetic,A,,synth_A_124,17.171104,4.3529468,-0.9607657,-0.5121007,2.7130458,2.229578,2.8850117,3.2242582,3.4421403,1.159849,0.2504991,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,4.342289,-4.432568,0.23367894,0.98412216,0.027622536
synthetic,A,,synth_A_125,8.298076,3.026806,-0.89096606,-0.511011,2.2342305,2.0582957,2.8102987,3.0576077,3.1785862,2.4947517,0.8164752,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-3.5191545,-0.37539113,1.4910434,-0.7076321,-0.10246824
synthetic,A,,synth_A_126,12.181611,2.3097079,-0.9483914,-0.51170206,2.4167938,2.2424185,3.1916966,3.608753,3.8673995,9.028145,1.8042023,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,1.9458065,4.7757235,-0.17144239,-0.39266425,-1.0755668
synthetic,A,,synth_A_127,15.954111,5.031361,-0.96359175,-0.5118256,2.7483234,2.6278186,3.5831847,3.8908498,4.04049,1.2045331,0.3779179,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,3.7303715,-3.9824395,1.7062501,0.4689445,-0.064438865
synthetic,A,,synth_A_128,8.596781,3.573014,-0.8692653,-0.510959,1.9907181,1.8569252,2.4522862,2.812103,3.0819094,1.7619095,0.29830384,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-3.5913105,-1.3526268,1.499153,-0.12447636,-0.40493214
synthetic,A,,synth_A_129,14.496734,4.292868,-0.9209583,-0.512069,2.5117495,2.3969185,3.2310514,3.5874517,3.8340812,4.672089,0.8459242,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,3.0636368,-0.2717409,0.94489515,0.6115735,-0.71344864
synthetic,A,,synth_A_130,13.951665,2.4213445,-0.93319535,-0.51186204,2.5318265,2.337006,3.2634542,3.6669056,3.9312406,8.773133,2.6341314,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,3.592167,4.2948093,-0.386963,-0.08751534,-0.15376805
synthetic,A,,synth_A_131,10.969145,3.689329,-0.91925865,-0.5115662,2.4296024,2.1128588,2.5003784,2.6346219,2.766721,2.6634774,0.81368005,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-1.1899309,-1.1008701,0.921661,0.52395844,-0.093388066
synthetic,A,,synth_A_132,13.586535,4.022027,-0.9438132,-0.5122609,2.2754881,2.109469,2.8164582,3.1393845,3.343871,7.039713,2.1686845,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.622202,2.5108862,0.4225098,1.2973294,-0.23672508
synthetic,A,,synth_A_133,15.739632,2.2792048,-0.92690843,-0.5116221,2.411741,2.3214035,3.2311144,3.6668563,3.9634097,7.7057443,2.028998,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,4.8490314,2.6370804,-1.0035521,-0.09668799,-0.25717664
synthetic,A,,synth_A_134,9.277255,3.7672675,-0.8726141,-0.51051533,2.3311217,2.042578,2.7784739,3.0645456,3.2324674,0.6707649,-0.22147387,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-3.0917997,-2.687558,1.829842,-0.41850507,-0.5363999
synthetic,A,,synth_A_135,9.260661,2.98702,-0.92372566,-0.51149267,2.2206943,2.0189488,2.6529095,2.8407798,2.9244602,3.5722291,0.6174383,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-2.516759,0.2249136,0.8693315,-0.25983006,-0.5681646
synthetic,A,,synth_A_136,18.573685,3.5238504,-0.99701566,-0.5110798,2.588295,2.2797606,3.045957,3.432047,3.7113152,0.672046,-0.24749315,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,5.461071,-5.3437586,-0.6072701,0.29196912,-0.09840585
synthetic,A,,synth_A_137,18.586315,2.8920674,-0.9981831,-0.5107374,2.7422688,2.3970864,3.1184635,3.4227233,3.5931528,1.3617617,0.10645241,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,5.629799,-4.5672493,-1.0315405,-0.022674158,0.110673144
synthetic,A,,synth_A_138,14.872035,3.9075356,-0.96437436,-0.5116811,2.480388,2.1738355,2.8092225,3.1733656,3.442123,1.518052,0.18575762,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.2726746,-3.4273708,0.4354707,0.4623605,-0.19414632
synthetic,A,,synth_A_139,9.9364605,2.5122738,-0.91343635,-0.51140743,2.3065934,2.1113815,2.996074,3.3958008,3.6620393,7.1229634,2.327629,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-0.6267309,3.854328,0.648805,-0.480375,-0.09399079
synthetic,A,,synth_A_140,9.578771,3.6587036,-0.8900092,-0.51143605,2.3692887,1.6818224,1.9676869,2.233171,2.401555,1.4538819,0.47870457,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-3.050004,-1.930666,0.9240984,0.69693315,-0.0602455
synthetic,A,,synth_A_141,9.728503,3.1169446,-0.90263003,-0.5117664,2.2975607,2.1432855,3.002421,3.3942997,3.6551845,6.849648,1.9415516,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-0.8480196,3.4960716,1.1219305,-0.19292735,-0.46158838
synthetic,A,,synth_A_142,11.457399,3.6642,-0.9283267,-0.51146376,2.2345607,2.1663096,2.9188464,3.0793726,3.1547384,1.384611,0.2585687,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-0.9190998,-2.5188355,1.127227,-0.083315,-0.19132309
synthetic,A,,synth_A_143,11.254412,3.6198895,-0.89648306,-0.5109092,2.4496639,2.405107,3.2961447,3.6062887,3.7749467,0.89958256,0.053078633,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-0.9242668,-2.9000947,1.7105981,-0.84045076,-0.2673911
synthetic,A,,synth_A_144,8.373975,3.8053403,-0.86802703,-0.51074594,2.265416,2.0417767,2.7764769,3.0663037,3.2302737,0.56727225,-0.07442616,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-3.9206448,-2.4723444,2.1268778,-0.5138134,-0.41536576
synthetic,A,,synth_A_145,10.167329,3.546728,-0.90505093,-0.5117071,2.1690009,1.8876551,2.3144937,2.4977086,2.6591597,2.7353604,1.2228261,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-2.0050316,-0.6743541,0.8478316,0.5991643,0.24701048
synthetic,A,,synth_A_146,13.982347,2.706096,-0.95822823,-0.51175684,2.5679917,2.3601866,3.3651392,3.807111,4.0783653,10.961276,2.2737203,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,4.2543716,6.118677,-0.33847845,0.16070522,-1.2580371
synthetic,A,,synth_A_147,13.826209,3.4774764,-0.9468508,-0.51164126,2.2051153,2.202121,3.1300793,3.587268,3.8994987,3.907844,1.6916964,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.18717,-0.41990566,0.6037134,0.065694824,0.40103972
synthetic,A,,synth_A_148,7.5784435,3.0138962,-0.85354066,-0.50967383,2.0882237,1.6902397,2.0083728,2.1217291,2.239847,1.8026049,0.47460485,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-4.8917427,-0.9905691,0.8687147,0.12782003,-0.16196238
synthetic,A,,synth_A_149,16.453508,4.3249936,-0.94870126,-0.5121588,2.7303128,2.4654856,3.3214076,3.6316133,3.8002322,0.79916537,-0.048243016,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,3.82086,-4.596369,0.80964315,0.29516536,-0.18257396
synthetic,A,,synth_A_150,17.092337,3.5191405,-0.98817176,-0.5109068,2.750701,2.375761,2.983845,3.2368367,3.4003851,1.9388962,0.6127397,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,4.445652,-3.5236866,-0.30263817,0.4885732,0.2386836
synthetic,A,,synth_A_151,13.900909,2.69039,-0.937931,-0.51163876,2.3634832,2.2466648,3.136353,3.5982869,3.9196768,9.15072,2.0258107,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,3.562008,4.4240685,-0.41361392,0.16335984,-0.8845558
synthetic,A,,synth_A_152,15.138001,3.848512,-0.9554666,-0.5116048,2.6818428,2.182183,2.8198307,3.0938551,3.2373846,1.4563266,0.3207012,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.4725342,-3.524957,0.3201846,0.5520287,-0.014828548
synthetic,A,,synth_A_153,10.478797,3.6467552,-0.896437,-0.5118795,2.2916703,2.080899,2.8187826,3.1236181,3.286409,6.1011496,1.175021,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-0.5216818,2.2862191,1.0260619,0.40357327,-0.9445678
synthetic,A,,synth_A_154,17.626894,4.099169,-0.94835466,-0.5118953,2.6432807,2.3360522,3.1080468,3.4729583,3.7317379,0.895262,-0.032263596,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,4.7744637,-4.843253,0.12758243,0.52880275,-0.10442297
synthetic,A,,synth_A_155,9.786236,4.599325,-0.91196793,-0.51209074,2.3561242,1.9458524,2.4777346,2.8153684,3.0442376,1.3289489,0.26253226,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-2.485629,-2.1866665,2.0431237,0.6194147,-0.39150572
synthetic,A,,synth_A_156,19.047436,3.6505394,-0.96356404,-0.51153785,2.5169563,2.1931307,2.9021652,3.301549,3.5791893,1.2935663,0.01904086,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,5.984461,-4.8654833,-0.84784114,0.7263786,-0.04206626
synthetic,A,,synth_A_157,8.718791,3.4107814,-0.8817813,-0.5111392,2.2794607,1.9609118,2.3643796,2.4231572,2.4529672,2.9630961,0.77678585,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-3.311469,-0.19032764,1.0828677,0.3296436,-0.2754379
synthetic,A,,synth_A_158,10.668886,4.534691,-0.90321493,-0.5118484,2.4588163,2.381402,3.308047,3.655063,3.8350265,2.289361,1.0468858,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-0.91402435,-1.2389736,2.519599,-0.085872635,0.026484028
synthetic,A,,synth_A_159,14.017318,4.040823,-0.92069834,-0.51197135,2.3370721,2.0955734,2.5540357,2.7320542,2.8963192,4.9605656,1.9344478,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.2731,0.40672636,0.20787513,1.5125397,0.2813201
synthetic,A,,synth_A_160,17.497385,4.1009703,-0.9595517,-0.511989,2.6522396,2.3633406,3.1030498,3.4626024,3.7228448,1.6549358,0.3066623,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,4.876213,-4.017563,0.12925303,0.6383643,-0.04359792
synthetic,A,,synth_A_161,14.519892,4.2254877,-0.94553447,-0.51204425,2.6560469,2.4654408,3.3365424,3.6376927,3.8054318,2.2182596,0.3401101,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.4642944,-2.6281025,1.1849242,0.15047856,-0.36656553
synthetic,A,,synth_A_162,8.941964,4.263319,-0.8600574,-0.51090026,2.0046124,1.7243409,2.2741063,2.657043,2.9681213,1.7264454,0.3514209,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-3.3102083,-1.5423253,1.7436672,0.5766358,-0.42677796
synthetic,A,,synth_A_163,18.075615,2.651215,-0.9607099,-0.5109511,2.625117,2.4242387,3.2427444,3.6240387,3.8956714,0.9742556,-0.04597632,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,5.1387653,-4.769578,-0.8897644,-0.53633595,0.08791001
synthetic,A,,synth_A_164,10.783735,2.8948822,-0.94461256,-0.51134866,2.062472,1.7486211,2.2941773,2.6479275,2.9066317,0.61582714,-0.20434646,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-2.115717,-3.1391544,0.32159078,-0.25474948,-0.27919823
synthetic,A,,synth_A_165,15.861733,2.822873,-0.9565762,-0.5116261,2.304298,2.1873698,3.0420372,3.5186996,3.8548796,10.626187,2.887947,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,5.712078,5.4299917,-1.0442399,0.9136143,-0.48802733
synthetic,A,,synth_A_166,20.063604,2.3281336,-1.014638,-0.5095081,2.6274455,2.4750412,3.3387377,3.7341485,4.0142426,0.17807814,-0.36444005,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,6.7260666,-6.1246767,-1.540707,-0.72294056,0.19131567
synthetic,A,,synth_A_167,8.290029,4.30225,-0.89282674,-0.5117974,2.313171,1.8024378,2.2109091,2.4745548,2.6339083,1.0906498,0.28617662,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-4.1137743,-1.9690104,1.9740759,0.58482885,-0.29358184
synthetic,A,,synth_A_168,12.665834,4.117311,-0.93927073,-0.511665,2.249016,2.221304,3.0348673,3.4327834,3.7160242,1.5632466,0.37853292,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,0.4539795,-2.670441,1.3888606,0.041888133,-0.18740289
synthetic,A,,synth_A_169,14.625031,4.641948,-0.95465326,-0.5120844,2.703028,2.4276884,3.2435818,3.5134006,3.641396,1.0927622,0.123623095,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.2327023,-3.7848587,1.4421011,0.42673737,-0.24621104
synthetic,A,,synth_A_170,10.516493,3.4947982,-0.9163686,-0.51133996,2.1632912,2.1651022,2.9694414,3.3424242,3.6114774,1.5419489,0.5420976,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-1.5882053,-1.967523,1.4882396,-0.5515889,-0.033427164
synthetic,A,,synth_A_171,13.883903,2.1220706,-0.9405927,-0.51093477,2.4568982,2.2573342,3.1776547,3.6316962,3.9444466,8.747685,1.5334208,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,3.3823872,3.9606707,-0.7629962,-0.3657285,-1.12761
synthetic,A,,synth_A_172,16.20863,3.6614444,-0.943838,-0.51128,2.4759238,2.3758378,3.247411,3.6466756,3.9130592,1.8286983,0.33769667,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,3.7965336,-3.4197547,0.27243745,0.008832529,-0.081824586
synthetic,A,,synth_A_173,16.91211,3.1378856,-0.9940552,-0.51165247,2.727954,2.5714726,3.5616977,3.9392893,4.1752067,8.74125,2.3217576,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,6.4755573,3.2718623,-0.4402598,0.40769494,-0.4088521
synthetic,A,,synth_A_174,13.910452,3.0442247,-0.9264387,-0.5103128,2.557796,2.3673348,3.2440403,3.5567997,3.7157152,0.68573886,-0.04441397,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,1.3159723,-3.8559146,0.52608955,-0.8120785,-0.06946541
synthetic,A,,synth_A_175,15.820813,3.1701558,-0.90534157,-0.5104517,2.216098,2.3110504,3.185349,3.5906405,3.885649,2.4961877,0.70356864,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,3.532343,-2.554614,-0.12353754,-0.15681927,0.09794773
synthetic,A,,synth_A_176,8.227399,2.8392963,-0.923459,-0.51150054,2.2048967,1.8342801,2.3807647,2.6688507,2.8092434,0.6698276,-0.1351353,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-4.3654194,-2.3199527,1.0901502,-0.686823,-0.3423968
synthetic,A,,synth_A_177,14.746152,4.136685,-0.93188035,-0.5118779,2.3259435,2.0814767,2.7510874,3.130881,3.415202,1.7810831,0.1580441,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.1959267,-3.187644,0.4968065,0.7074133,-0.34590477
synthetic,A,,synth_A_178,14.741704,2.9836907,-0.9572112,-0.5105439,2.5153723,2.3875687,3.2423098,3.6099298,3.8462667,0.8164521,0.00925726,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.1228542,-3.95075,0.2811731,-0.77923274,-0.020465806
synthetic,A,,synth_A_179,16.005045,2.7224402,-0.941028,-0.5116134,2.542171,2.328282,3.24981,3.728934,4.0536494,9.673515,1.7456905,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,5.65753,4.19849,-0.91765726,0.35102963,-1.2265127
synthetic,A,,synth_A_180,16.409485,4.069229,-0.9273469,-0.51155955,2.744829,2.4946277,3.3838868,3.6766653,3.8323398,0.875703,-0.0643757,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,3.802452,-4.4942393,0.678203,0.07182868,-0.18764566
synthetic,A,,synth_A_181,13.717683,3.6761274,-0.9476531,-0.5117451,2.5820937,2.2367556,2.7695382,2.9428387,3.0726361,3.423478,0.88072306,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,1.6534481,-1.1685169,0.35389078,0.65091276,-0.16531037
synthetic,A,,synth_A_182,10.457994,2.197982,-0.90158594,-0.51097184,2.2927995,2.0993533,3.073639,3.5776756,3.9198973,9.869142,1.6108844,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,0.54458046,5.975624,0.043981433,-0.5611169,-1.6051096
synthetic,A,,synth_A_183,11.7626,4.707018,-0.880293,-0.5114243,2.5206373,2.1418505,2.8456128,3.1508715,3.3173034,0.90200114,0.13415855,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-0.6150389,-3.1619554,1.9218777,0.51126295,-0.30652958
synthetic,A,,synth_A_184,11.358809,3.4108572,-0.94791144,-0.51185095,2.4537811,2.0751784,2.5115702,2.5635347,2.6137764,3.2472317,1.063231,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-0.7421026,-0.59806323,0.5225562,0.57239676,0.016312495
synthetic,A,,synth_A_185,13.841157,2.6737566,-0.9581557,-0.51139736,2.4075418,2.198582,3.0350542,3.432456,3.6742568,5.778916,1.1362183,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,2.4966488,1.1202214,-0.2902329,-0.16039394,-0.5907806
synthetic,A,,synth_A_186,11.799264,4.5584254,-0.91273123,-0.5119672,2.5293386,2.3062124,3.1332595,3.4382005,3.6030486,1.0163693,0.029807357,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,-0.4045658,-3.0595675,2.0618,0.06487025,-0.43344682
synthetic,A,,synth_A_187,17.837872,3.8653808,-0.9587428,-0.51174533,2.571311,2.478667,3.378204,3.5743346,3.6476207,2.815778,0.93034345,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,5.5505466,-2.8489544,-0.104652524,0.6073717,0.21535183
synthetic,A,,synth_A_188,13.598784,2.5696378,-0.9414824,-0.51147354,2.5400777,2.2711234,3.245607,3.711349,4.01764,9.312053,1.6015978,5.9604645e-08,2.3841858e-07,0.0,-2.9802322e-08,3.3694096,4.540513,-0.3299166,-0.12977694,-1.3374356
